series_id                     ,seasonal,index_code,series_name,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
EIUCOINDUSZ3344               ,U,CO,Industrialized Countries-Semiconductor and other electronic component manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 3344, Semiconductor and other electronic component manufacturing, Industrialized Countries, not seasonally adjusted",,2012,M06,2022,M03
EIUCOINDUSZ335                ,U,CO,"Industrialized Countries-Electrical equipment, appliance, and component manufacturing",June 2012=100,"Monthly import price index by origin for NAICS 335, Electrical equipment, appliance, and component manufacturing, Industrialized Countries, not seasonally adjusted",,2012,M06,2022,M03
EIUCOINDUSZ336                ,U,CO,Industrialized Countries-Transportation equipment manufacturing,December 2019=100,"Monthly import price index by origin for NAICS 336, Transportation equipment manufacturing, Industrialized Countries, not seasonally adjusted",,2019,M12,2022,M03
EIUCOINDUSZ3361               ,U,CO,Industrialized Countries-Motor vehicle manufacturing,December 2019=100,"Monthly import price index by origin for NAICS 3361, Motor vehicle manufacturing, Industrialized Countries, not seasonally adjusted",,2019,M12,2022,M03
EIUCOINDUSZ3363               ,U,CO,Industrialized Countries-Motor vehicle parts manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 3363, Motor vehicle parts manufacturing, Industrialized Countries, not seasonally adjusted",,2012,M06,2022,M03
EIUCOINDUSZ3364               ,U,CO,Industrialized Countries-Aerospace product and parts manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 3364, Aerospace product and parts manufacturing, Industrialized Countries, not seasonally adjusted",,2012,M06,2022,M03
EIUCOINDUSZ339                ,U,CO,Industrialized Countries-Miscellaneous manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 339, Miscellaneous manufacturing, Industrialized Countries, not seasonally adjusted",,2012,M06,2022,M03
EIUCOINDUSZ3391               ,U,CO,Industrialized Countries-Medical equipment and supplies manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 3391, Medical equipment and supplies manufacturing, Industrialized Countries, not seasonally adjusted",,2012,M06,2022,M03
EIUCOINDUSZ3399               ,U,CO,Industrialized Countries-Other miscellaneous manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 3399, Other miscellaneous manufacturing, Industrialized Countries, not seasonally adjusted",,2012,M06,2022,M03
EIUCOJPNTOT                   ,U,CO,Japan-All Industries,2000=100,"Monthly import price index by origin for NAICS, All industries, Japan, not seasonally adjusted",,1990,M12,2022,M03
EIUCOJPNZ32                   ,U,CO,"Japan-Manufacturing, part 2",June 2012=100,"Monthly import price index by origin for NAICS 32, Manufacturing, part 2, Japan, not seasonally adjusted",,2012,M06,2022,M03
EIUCOJPNZ325                  ,U,CO,Japan-Chemical manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 325, Chemical manufacturing, Japan, not seasonally adjusted",,2012,M06,2022,M03
EIUCOJPNZ33                   ,U,CO,"Japan-Manufacturing, part 3",June 2012=100,"Monthly import price index by origin for NAICS 33, Manufacturing, part 3, Japan, not seasonally adjusted",,2012,M06,2022,M03
EIUCOJPNZ333                  ,U,CO,Japan-Machinery manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 333, Machinery manufacturing, Japan, not seasonally adjusted",,2012,M06,2022,M03
EIUCOJPNZ3331                 ,U,CO,"Japan-Agriculture, construction, and mining machinery manufacturing",December 2018=100,"Monthly import price index by origin for NAICS 3331, Agriculture, construction, and mining machinery manufacturing, Japan, not seasonally adjusted",,2018,M12,2022,M03
EIUCOJPNZ334                  ,U,CO,Japan-Computer and electronic product manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 334, Computer and electronic product manufacturing, Japan, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATMANU                  ,U,CO,Latin America-Manufacturing,2000=100,"Monthly import price index by origin for NAICS, Manufacturing, Latin America, not seasonally adjusted",,1997,M12,2022,M03
EIUCOLATNONM                  ,U,CO,Latin America-Nonmanufacturing,2000=100,"Monthly import price index by origin for NAICS, Nonmanufacturing, Latin America, not seasonally adjusted",,1997,M12,2022,M03
EIUCOLATTOT                   ,U,CO,Latin America-All Industries,2000=100,"Monthly import price index by origin for NAICS, All industries, Latin America, not seasonally adjusted",3.0,1997,M12,2022,M03
EIUCOLATZ11                   ,U,CO,"Latin America-Agriculture, forestry, fishing and hunting",June 2012=100,"Monthly import price index by origin for NAICS 11, Agriculture, forestry, fishing and hunting, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ111                  ,U,CO,Latin America-Crop production,June 2012=100,"Monthly import price index by origin for NAICS 111, Crop production, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ1112                 ,U,CO,Latin America-Vegetable and melon farming,December 2020=100,"Monthly import price index by origin for NAICS 1112, Vegetable and melon farming, Latin America, not seasonally adjusted",,2020,M12,2022,M03
EIUCOLATZ1113                 ,U,CO,Latin America-Fruit and tree nut farming,June 2012=100,"Monthly import price index by origin for NAICS 1113, Fruit and tree nut farming, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ31                   ,U,CO,"Latin America-Manufacturing, part 1",June 2012=100,"Monthly import price index by origin for NAICS 31, Manufacturing, part 1, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ312                  ,U,CO,Latin America-Beverage and tobacco product manufacturing,December 2018=100,"Monthly import price index by origin for NAICS 312, Beverage and tobacco product manufacturing, Latin America, not seasonally adjusted",,2018,M12,2022,M03
EIUCOLATZ3121                 ,U,CO,Latin America-Beverage manufacturing,December 2019=100,"Monthly import price index by origin for NAICS 312, Beverage manufacturing, Latin America, not seasonally adjusted",,2019,M12,2022,M03
EIUCOLATZ315                  ,U,CO,Latin America-Apparel manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 315, Apparel manufacturing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ3152                 ,U,CO,Latin America-Cut and sew apparel manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 3152, Cut and sew apparel manufacturing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ32                   ,U,CO,"Latin America-Manufacturing, part 2",June 2012=100,"Monthly import price index by origin for NAICS 32, Manufacturing, part 2, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ325                  ,U,CO,Latin America-Chemical manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 325, Chemical manufacturing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ33                   ,U,CO,"Latin America-Manufacturing, part 3",June 2012=100,"Monthly import price index by origin for NAICS 33, Manufacturing, part 3, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ331                  ,U,CO,Latin America-Primary metal manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 331, Primary metal manufacturing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ3314                 ,U,CO,Latin America-Nonferrous metal (except aluminum) production and processing,June 2012=100,"Monthly import price index by origin for NAICS 3314, Nonferrous metal (except aluminum) production and processing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ333                  ,U,CO,Latin America-Machinery manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 333, Machinery manufacturing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ334                  ,U,CO,Latin America-Computer and electronic product manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 334, Computer and electronic product manufacturing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ335                  ,U,CO,"Latin America-Electrical equipment, appliance, and component manufacturing",June 2012=100,"Monthly import price index by origin for NAICS 335, Electrical equipment, appliance, and component manufacturing, Latin America, not seasonally adjusted",,2012,M06,2022,M03
EIUCOLATZ3352                 ,U,CO,Latin America-Household appliance manufacturing,December 2018=100,"Monthly import price index by origin for NAICS 3352, Household appliance manufacturing, Latin America, not seasonally adjusted",,2018,M12,2022,M03
EIUCOLATZ336                  ,U,CO,Latin America-Transportation equipment manufacturing,December 2021=100,"Monthly import price index by origin for NAICS 336, Transportation equipment manufacturing, Latin America, not seasonally adjusted",,2021,M12,2022,M03
EIUCOLATZ3363                 ,U,CO,Latin America-Motor vehicle parts manufacturing,December 2021=100,"Monthly import price index by origin for NAICS 3363, Motor vehicle parts manufacturing, Latin America, not seasonally adjusted",,2021,M12,2022,M03
EIUCOLATZ3391                 ,U,CO,Latin America-Medical equipment and supplies manufacturing,December 2020=100,"Monthly import price index by origin for NAICS 3391, Medical equipment and supplies manufacturing, Latin America, not seasonally adjusted",,2020,M12,2022,M03
EIUCOMEXMANU                  ,U,CO,Mexico-Manufacturing,December 2008=100,"Monthly import price index by origin for NAICS, Manufacturing, Mexico, not seasonally adjusted",,2008,M12,2022,M03
EIUCOMEXNONM                  ,U,CO,Mexico-Nonmanufacturing,December 2008=100,"Monthly import price index by origin for NAICS, Nonmanufacturing, Mexico, not seasonally adjusted",,2008,M12,2022,M03
EIUCOMEXTOT                   ,U,CO,Mexico-All Industries,December 2003=100,"Monthly import price index by origin for NAICS, All industries, Mexico, not seasonally adjusted",,2003,M12,2022,M03
EIUCOMEXZ11                   ,U,CO,"Mexico-Agriculture, forestry, fishing and hunting",December 2020=100,"Monthly import price index by origin for NAICS 11, Agriculture, forestry, fishing and hunting, Mexico, not seasonally adjusted",,2020,M12,2022,M03
EIUCOMEXZ111                  ,U,CO,Mexico-Crop production,December 2020=100,"Monthly import price index by origin for NAICS 111, Crop production, Mexico, not seasonally adjusted",,2020,M12,2022,M03
EIUCOMEXZ1112                 ,U,CO,Mexico-Vegetable and melon farming,December 2020=100,"Monthly import price index by origin for NAICS 1112, Vegetable and melon farming, Mexico, not seasonally adjusted",,2020,M12,2022,M03
EIUCOMEXZ31                   ,U,CO,"Mexico-Manufacturing, part 1",June 2012=100,"Monthly import price index by origin for NAICS 31, Manufacturing, part 1, Mexico, not seasonally adjusted",,2012,M06,2022,M03
EIUCOMEXZ312                  ,U,CO,Mexico-Beverage and tobacco product manufacturing,December 2018=100,"Monthly import price index by origin for NAICS 312, Beverage and tobacco product manufacturing, Mexico, not seasonally adjusted",,2018,M12,2022,M03
EIUCOMEXZ32                   ,U,CO,"Mexico-Manufacturing, part 2",June 2012=100,"Monthly import price index by origin for NAICS 32, Manufacturing, part 2, Mexico, not seasonally adjusted",,2012,M06,2022,M03
EIUCOMEXZ33                   ,U,CO,"Mexico-Manufacturing, part 3",June 2012=100,"Monthly import price index by origin for NAICS 33, Manufacturing, part 3, Mexico, not seasonally adjusted",,2012,M06,2022,M03
EIUCOMEXZ331                  ,U,CO,Mexico-Primary metal manufacturing,December 2018=100,"Monthly import price index by origin for NAICS 331, Primary metal manufacturing, Mexico, not seasonally adjusted",,2018,M12,2022,M03
EIUCOMEXZ333                  ,U,CO,Mexico-Machinery manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 333, Machinery manufacturing, Mexico, not seasonally adjusted",,2012,M06,2022,M03
EIUCOMEXZ334                  ,U,CO,Mexico-Computer and electronic product manufacturing,June 2012=100,"Monthly import price index by origin for NAICS 334, Computer and electronic product manufacturing, Mexico, not seasonally adjusted",,2012,M06,2022,M03
