Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Current Year Budget Estimate Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-12-31","44802337","44802429","National Science Foundation","517192349.03","1681982099.13","1823081747.50","8003000000.00","3","43","43","405","D","C","2","2.25","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802431","Office of Personnel Management","8867519468.42","26498820221.49","26158589542.60","0.00","3","44","44","410","D","C","2","2.26","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802437","Small Business Administration","595459992.49","3741413050.88","266722909.13","871000000.00","3","45","45","420","D","C","2","2.27","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802439","Social Security Administration","126673280082.57","321747600282.07","285056210203.52","1214807000000.00","3","46","46","423","D","C","2","2.28","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802443","Independent Agencies","-2229818836.61","5473679791.41","7539767580.68","26451000000.00","3","47","47","440","D","C","2","2.29","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802451","Allowances","null","null","null","-7136000000.00","3","48","48","450","D","SL","2","2.30","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802454","Undistributed Offsetting Receipts:","null","null","null","null","3","49","49","460","S","SL","2","2.31","2021","1","2020","4","12","31"
"2020-12-31","44802454","44802457","Interest","-51432232921.90","-43112135610.06","-58062750557.95","-140551000000.00","3","50","50","470","D","UORG","3","2.31.1","2021","1","2020","4","12","31"
"2020-12-31","44802454","44802462","Other","-8030468113.98","-42092336721.68","-38025195702.35","-139127000000.00","3","51","51","480","D","UORG","3","2.31.2","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802464","Total Outlays","489681555836.04","1376268918533.93","1163103349058.41","4829359000000.00","3","52","52","490","T","SLB","2","2.32","2021","1","2020","4","12","31"
"2020-12-31","44802464","44802468","(On-Budget)","412232544628.74","1126214975256.57","948928115504.77","3811118000000.00","3","53","53","500","T","SLB","3","2.32.1","2021","1","2020","4","12","31"
"2020-12-31","44802464","44802473","(Off-Budget)","77449011207.30","250053943277.36","214175233553.64","1018241000000.00","3","54","54","510","T","SLB","3","2.32.2","2021","1","2020","4","12","31"
"2020-12-31","44802337","44802478","Surplus (+) or Deficit (-)","-143562327439.13","-572899128141.82","-356591549955.34","-966066000000.00","3","55","55","520","T","SLB","2","2.33","2021","1","2020","4","12","31"
"2020-12-31","44802478","44802483","(On-Budget)","-147753349807.71","-549227218440.34","-352514112829.61","-958861000000.00","3","56","56","530","T","SLB","3","2.33.1","2021","1","2020","4","12","31"
"2020-12-31","44802478","44802488","(Off-Budget)","4191022368.58","-23671909701.48","-4077437125.73","-7205000000.00","3","57","57","540","T","SLB","3","2.33.2","2021","1","2020","4","12","31"
"2020-11-30","null","44489197","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489208","Individual Income Taxes","93775289361.01","202522868497.84","232152660359.42","1931678000000.00","3","2","2","20","D","RSG","2","1.1","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489210","Corporation Income Taxes","-3192121638.32","5959908231.00","7103151002.17","284093000000.00","3","3","3","30","D","RSG","2","1.2","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489220","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2021","1","2020","4","11","30"
"2020-11-30","44489220","44489222","Employment and General Retirement (Off-Budget)","75279000000.00","144742000000.00","133963000000.00","1011036000000.00","3","5","5","50","D","SL","3","1.3.1","2021","1","2020","4","11","30"
"2020-11-30","44489220","44489229","Employment and General Retirement (On-Budget)","26166174928.46","50158169883.12","46361741331.65","313944000000.00","3","6","6","60","D","SL","3","1.3.2","2021","1","2020","4","11","30"
"2020-11-30","44489220","44489232","Unemployment Insurance","3809967254.61","5701352511.06","5352748816.01","43033000000.00","3","7","7","70","D","RSG","3","1.3.3","2021","1","2020","4","11","30"
"2020-11-30","44489220","44489241","Other Retirement","466160491.23","987828828.96","874607148.39","5581000000.00","3","8","8","80","D","RSG","3","1.3.4","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489250","Excise Taxes","5601608179.74","10348943277.10","13549805533.19","87206000000.00","3","9","9","90","D","RSG","2","1.4","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489256","Estate and Gift Taxes","1838586407.65","3987095402.96","2929397769.35","21641000000.00","3","10","10","100","D","RSG","2","1.5","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489262","Customs Duties","5965298349.11","12121226628.67","14697641608.52","53811000000.00","3","11","11","110","D","RSG","2","1.6","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489268","Miscellaneous Receipts","9842632254.61","20721168734.49","13721644049.48","111270000000.00","3","12","12","120","D","RSG","2","1.7","2021","1","2020","4","11","30"
"2020-11-30","44489197","44489280","Total Receipts","219552595588.10","457250561995.20","470706397618.18","3863293000000.00","3","13","13","130","T","SLB","2","1.8","2021","1","2020","4","11","30"
"2020-11-30","44489280","44489285","(On-Budget)","144273595588.10","312508561995.20","336743397618.18","2852257000000.00","3","14","14","140","T","SLB","3","1.8.1","2021","1","2020","4","11","30"
"2020-11-30","44489280","44489290","(Off-Budget)","75279000000.00","144742000000.00","133963000000.00","1011036000000.00","3","15","15","150","T","SLB","3","1.8.2","2021","1","2020","4","11","30"
"2020-11-30","null","44489295","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489300","Legislative Branch","467654721.96","972768728.78","807270668.01","5795000000.00","3","17","17","170","D","C","2","2.1","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489302","Judicial Branch","683843787.73","1494274158.68","1489597250.73","8993000000.00","3","18","18","180","D","C","2","2.2","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489306","Department of Agriculture","19239737495.62","51096840844.59","37662033226.44","129215000000.00","3","19","19","210","D","C","2","2.3","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489308","Department of Commerce","1399537095.82","2681901110.78","3322347212.79","12245000000.00","3","20","20","220","D","C","2","2.4","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489312","Department of Defense--Military Programs","51529023787.22","128058926382.67","128305571828.77","729329000000.00","3","21","21","230","D","C","2","2.5","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489314","Department of Education","7075767933.78","14785061707.51","12866215705.65","78962000000.00","3","22","22","250","D","C","2","2.6","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489318","Department of Energy","2457438904.85","5692777165.06","5748147900.81","35484000000.00","3","23","23","260","D","C","2","2.7","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489320","Department of Health and Human Services","75848994017.37","233757786017.62","237470853961.12","1371719000000.00","3","24","24","275","D","C","2","2.8","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489324","Department of Homeland Security","7683830726.77","20762908619.47","9937191526.26","60330000000.00","3","25","25","280","D","C","2","2.9","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489326","Department of Housing and Urban Development","3965053456.65","7840978814.14","7633980468.47","52394000000.00","3","26","26","290","D","C","2","2.10","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489330","Department of the Interior","905526285.53","2113641940.04","2151112812.83","16153000000.00","3","27","27","300","D","C","2","2.11","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489332","Department of Justice","3290076181.03","5887549544.32","5913536336.33","41133000000.00","3","28","28","310","D","C","2","2.12","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489336","Department of Labor","26829054479.35","49680998205.76","-11107257.25","38267000000.00","3","29","29","320","D","C","2","2.13","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489338","Department of State","2421637792.87","5914619697.38","5628282754.77","26454000000.00","3","30","30","330","D","C","2","2.14","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489342","Department of Transportation","7774300219.04","15717590101.96","13963721862.44","88706000000.00","3","31","31","340","D","C","2","2.15","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489344","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2021","1","2020","4","11","30"
"2020-11-30","44489344","44489348","Interest on Treasury Debt Securities (Gross)","32743751593.03","52819410046.96","65962021698.79","575782000000.00","3","33","33","360","D","P","3","2.16.1","2021","1","2020","4","11","30"
"2020-11-30","44489344","44489350","Other","10663058961.36","26875630853.04","15839445298.74","114876000000.00","3","34","34","370","D","P","3","2.16.2","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489354","Department of Veterans Affairs","8847815944.29","38771420306.38","44747563877.93","235288000000.00","3","35","35","375","D","C","2","2.17","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489356","Corps of Engineers","616877862.41","1464105405.13","1394510580.56","5590000000.00","3","36","36","377","D","C","2","2.18","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489360","Other Defense Civil Programs","486519813.87","12149814766.16","15475117575.58","65316000000.00","3","37","37","378","D","C","2","2.19","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489362","Environmental Protection Agency","686704053.54","1499211799.46","1660199468.05","7533000000.00","3","38","38","380","D","C","2","2.20","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489366","Executive Office of the President","33239921.02","77407854.78","66564727.81","430000000.00","3","39","39","385","D","C","2","2.21","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489368","General Services Administration","-234248180.07","-178726628.73","-8549037.89","107484000000.00","3","40","40","390","D","C","2","2.22","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489371","International Assistance Programs","2825510529.62","3861051737.38","3777719134.15","34717000000.00","3","41","41","395","D","C","2","2.23","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489373","National Aeronautics and Space Administration","1818496323.50","3811325625.35","3507901547.25","23846000000.00","3","42","42","400","D","C","2","2.24","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489377","National Science Foundation","564606643.44","1164789750.10","1273924272.80","8003000000.00","3","43","43","405","D","C","2","2.25","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489379","Office of Personnel Management","8743395658.36","17631300753.07","18056639204.08","0.00","3","44","44","410","D","C","2","2.26","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489383","Small Business Administration","670280869.53","3145953058.39","162502502.20","871000000.00","3","45","45","420","D","C","2","2.27","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489385","Social Security Administration","92719349906.62","195074320199.50","191882589416.75","1214807000000.00","3","46","46","423","D","C","2","2.28","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489389","Independent Agencies","2870791966.03","7703495428.02","6526343530.10","26451000000.00","3","47","47","440","D","C","2","2.29","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489397","Allowances","null","null","null","-7136000000.00","3","48","48","450","D","SL","2","2.30","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489400","Undistributed Offsetting Receipts:","null","null","null","null","3","49","49","460","S","SL","2","2.31","2021","1","2020","4","11","30"
"2020-11-30","44489400","44489403","Interest","-2848172720.98","8320097311.84","1039988185.28","-140551000000.00","3","50","50","470","D","UORG","3","2.31.1","2021","1","2020","4","11","30"
"2020-11-30","44489400","44489407","Other","-7960596913.21","-34061868607.70","-30241167155.62","-139127000000.00","3","51","51","480","D","UORG","3","2.31.2","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489409","Total Outlays","364818859117.95","886587362697.89","814012071084.73","4829359000000.00","3","52","52","490","T","SLB","2","2.32","2021","1","2020","4","11","30"
"2020-11-30","44489409","44489412","(On-Budget)","274627247224.12","713982430627.83","646863301514.79","3811118000000.00","3","53","53","500","T","SLB","3","2.32.1","2021","1","2020","4","11","30"
"2020-11-30","44489409","44489415","(Off-Budget)","90191611893.83","172604932070.06","167148769569.94","1018241000000.00","3","54","54","510","T","SLB","3","2.32.2","2021","1","2020","4","11","30"
"2020-11-30","44489295","44489418","Surplus (+) or Deficit (-)","-145266263529.85","-429336800702.69","-343305673466.55","-966066000000.00","3","55","55","520","T","SLB","2","2.33","2021","1","2020","4","11","30"
