CATEGORIES,,,,,,
cat_idx,cat_code,cat_desc,cat_indent,,,
5,23,2,0,1,1,11581
5,24,2,0,1,1,35652
5,25,2,0,1,1,59318
5,26,2,0,1,1,22054
5,27,2,0,1,1,13663
5,28,2,0,1,1,8506
5,30,2,0,1,1,7551
5,31,2,0,1,1,6900
5,32,2,0,1,1,18544
5,33,2,0,1,1,33307
5,38,2,0,1,1,23650
5,20,3,0,1,1,215094
5,21,3,0,1,1,4941
5,22,3,0,1,1,210154
5,24,3,0,1,1,9984
5,25,3,0,1,1,3423
5,26,3,0,1,1,4406
5,27,3,0,1,1,61914
5,29,3,0,1,1,7816
5,30,3,0,1,1,9437
5,31,3,0,1,1,19551
5,33,3,0,1,1,4565
5,34,3,0,1,1,56191
5,35,3,0,1,1,15979
5,36,3,0,1,1,13026
5,37,3,0,1,1,3199
5,1,4,0,1,1,-0.9
5,2,4,0,1,1,-1.3
5,3,4,0,1,1,-0.4
5,4,4,0,1,1,-2.2
5,5,4,0,1,1,-2.3
5,6,4,0,1,1,-3.3
5,7,4,0,1,1,1.3
5,8,4,0,1,1,1.4
5,9,4,0,1,1,-3.2
5,10,4,0,1,1,0
5,11,4,0,1,1,-1.6
5,12,4,0,1,1,3.3
5,13,4,0,1,1,-2.2
5,14,4,0,1,1,-8.5
5,15,4,0,1,1,6.1
5,16,4,0,1,1,-0.8
5,17,4,0,1,1,9.6
5,18,4,0,1,1,4
5,19,4,0,1,1,-2.5
5,1,5,0,1,1,-2.1
5,2,5,0,1,1,-1.2
5,3,5,0,1,1,-3.5
5,4,5,0,1,1,-2.1
5,5,5,0,1,1,-4.2
5,6,5,0,1,1,-3.6
5,7,5,0,1,1,2.2
5,8,5,0,1,1,-1.9
5,9,5,0,1,1,-3.3
5,11,5,0,1,1,-1.1
5,12,5,0,1,1,0.1
5,13,5,0,1,1,-1.9
5,14,5,0,1,1,-9.4
5,19,5,0,1,1,-2.7
5,1,6,0,1,1,3.1
5,2,6,0,1,1,-6.2
5,3,6,0,1,1,3.3
5,5,6,0,1,1,5
5,6,6,0,1,1,2.8
5,7,6,0,1,1,-3.1
5,8,6,0,1,1,2.1
5,10,6,0,1,1,-0.4
5,11,6,0,1,1,-2
5,12,6,0,1,1,4.5
5,14,6,0,1,1,-1.3
5,15,6,0,1,1,6.1
5,16,6,0,1,1,-0.3
5,17,6,0,1,1,10.2
5,18,6,0,1,1,4.3
6,1,1,0,1,0,77182
6,2,1,0,1,0,37908
6,3,1,0,1,0,39273
6,4,1,0,1,0,916
6,5,1,0,1,0,3711
6,6,1,0,1,0,5361
6,7,1,0,1,0,2387
6,8,1,0,1,0,6686
6,9,1,0,1,0,688
6,10,1,0,1,0,704
6,11,1,0,1,0,1488
6,12,1,0,1,0,2376
6,13,1,0,1,0,1587
6,14,1,0,1,0,2946
6,15,1,0,1,0,5597
6,16,1,0,1,0,1443
6,17,1,0,1,0,1094
6,18,1,0,1,0,263
6,19,1,0,1,0,2027
6,1,2,0,1,0,57801
6,2,2,0,1,0,37440
6,3,2,0,1,0,20361
6,4,2,0,1,0,886
6,5,2,0,1,0,2940
6,6,2,0,1,0,5087
6,7,2,0,1,0,1997
6,8,2,0,1,0,1164
6,9,2,0,1,0,687
6,11,2,0,1,0,662
6,12,2,0,1,0,637
6,13,2,0,1,0,1585
6,14,2,0,1,0,2623
6,19,2,0,1,0,2008
6,1,3,0,1,0,19381
6,2,3,0,1,0,468
6,3,3,0,1,0,18913
6,5,3,0,1,0,772
6,6,3,0,1,0,274
6,7,3,0,1,0,391
6,8,3,0,1,0,5522
6,10,3,0,1,0,685
6,11,3,0,1,0,826
6,12,3,0,1,0,1740
6,14,3,0,1,0,323
6,15,3,0,1,0,5582
6,16,3,0,1,0,1425
6,17,3,0,1,0,1063
6,18,3,0,1,0,260
6,20,1,0,1,1,846777
6,21,1,0,1,1,407305
6,22,1,0,1,1,439777
6,23,1,0,1,1,10991
6,24,1,0,1,1,44076
6,25,1,0,1,1,60982
6,26,1,0,1,1,27686
6,27,1,0,1,1,71907
6,28,1,0,1,1,8025
6,29,1,0,1,1,8509
6,30,1,0,1,1,17199
6,31,1,0,1,1,26725
6,32,1,0,1,1,19256
6,33,1,0,1,1,33839
6,34,1,0,1,1,55427
6,35,1,0,1,1,16058
6,36,1,0,1,1,12556
6,37,1,0,1,1,3340
6,38,1,0,1,1,23200
6,20,2,0,1,1,636959
6,21,2,0,1,1,401920
6,22,2,0,1,1,235344
6,23,2,0,1,1,10633
6,24,2,0,1,1,35208
6,25,2,0,1,1,57773
6,26,2,0,1,1,23092
6,27,2,0,1,1,12772
6,28,2,0,1,1,8021
6,30,2,0,1,1,7734
6,31,2,0,1,1,7000
6,32,2,0,1,1,19234
6,33,2,0,1,1,29911
6,38,2,0,1,1,22981
6,20,3,0,1,1,209818
6,21,3,0,1,1,5385
6,22,3,0,1,1,204433
6,24,3,0,1,1,8869
6,25,3,0,1,1,3209
6,26,3,0,1,1,4594
6,27,3,0,1,1,59135
6,29,3,0,1,1,8283
6,30,3,0,1,1,9465
6,31,3,0,1,1,19726
6,33,3,0,1,1,3929
6,34,3,0,1,1,55273
6,35,3,0,1,1,15838
6,36,3,0,1,1,12197
6,37,3,0,1,1,3314
6,1,0,1,1,0,1
6,20,0,1,1,1,1
6,2,0,1,1,0,5.4
6,21,0,1,1,1,5.4
6,3,0,1,1,0,1
6,22,0,1,1,1,1
6,4,0,1,1,0,4.9
6,23,0,1,1,1,4.9
6,5,0,1,1,0,2.7
6,24,0,1,1,1,2.7
6,6,0,1,1,0,2.9
6,25,0,1,1,1,2.9
6,7,0,1,1,0,2.9
6,26,0,1,1,1,2.9
6,8,0,1,1,0,2.4
6,27,0,1,1,1,2.4
6,9,0,1,1,0,4.3
6,28,0,1,1,1,4.3
6,10,0,1,1,0,4.5
6,29,0,1,1,1,4.5
6,11,0,1,1,0,3.2
6,30,0,1,1,1,3.2
6,12,0,1,1,0,2.7
6,31,0,1,1,1,2.7
6,13,0,1,1,0,0
6,32,0,1,1,1,0
6,14,0,1,1,0,2.1
6,33,0,1,1,1,2.1
6,15,0,1,1,0,3.7
6,34,0,1,1,1,3.7
6,16,0,1,1,0,4.4
6,35,0,1,1,1,4.4
6,17,0,1,1,0,4.4
6,36,0,1,1,1,4.4
6,18,0,1,1,0,6
6,37,0,1,1,1,6
6,19,0,1,1,0,4.1
6,38,0,1,1,1,4.1
6,1,0,2,1,0,1.3
6,20,0,2,1,1,1.3
6,2,0,2,1,0,5
6,21,0,2,1,1,5
6,3,0,2,1,0,1.6
6,22,0,2,1,1,1.6
6,4,0,2,1,0,5
6,23,0,2,1,1,5
6,5,0,2,1,0,3
6,24,0,2,1,1,3
6,6,0,2,1,0,2.9
6,25,0,2,1,1,2.9
6,7,0,2,1,0,3.4
6,26,0,2,1,1,3.4
6,8,0,2,1,0,4.2
6,27,0,2,1,1,4.2
6,9,0,2,1,0,4.3
6,28,0,2,1,1,4.3
6,11,0,2,1,0,5.6
6,30,0,2,1,1,5.6
6,12,0,2,1,0,5.8
6,31,0,2,1,1,5.8
6,13,0,2,1,0,0
6,32,0,2,1,1,0
6,14,0,2,1,0,1.6
6,33,0,2,1,1,1.6
6,19,0,2,1,0,4.1
6,38,0,2,1,1,4.1
6,1,0,3,1,0,1.5
6,20,0,3,1,1,1.5
6,2,0,3,1,0,5.5
6,21,0,3,1,1,5.5
6,3,0,3,1,0,1.4
6,22,0,3,1,1,1.4
6,5,0,3,1,0,6.3
6,24,0,3,1,1,6.3
6,6,0,3,1,0,14.3
6,25,0,3,1,1,14.3
6,7,0,3,1,0,4.3
6,26,0,3,1,1,4.3
6,8,0,3,1,0,2.8
6,27,0,3,1,1,2.8
6,10,0,3,1,0,4.6
6,29,0,3,1,1,4.6
6,11,0,3,1,0,3.9
6,30,0,3,1,1,3.9
6,12,0,3,1,0,3
6,31,0,3,1,1,3
6,14,0,3,1,0,15.5
6,33,0,3,1,1,15.5
6,15,0,3,1,0,3.7
6,34,0,3,1,1,3.7
6,16,0,3,1,0,4.5
6,35,0,3,1,1,4.5
6,17,0,3,1,0,4.6
6,36,0,3,1,1,4.6
6,18,0,3,1,0,6.3
6,37,0,3,1,1,6.3
6,1,4,0,1,1,-0.5
6,2,4,0,1,1,2
6,3,4,0,1,1,-2.7
6,4,4,0,1,1,-7.2
6,5,4,0,1,1,-3.4
6,6,4,0,1,1,-2.8
6,7,4,0,1,1,4.6
6,8,4,0,1,1,-4.9
6,9,4,0,1,1,-5.7
6,10,4,0,1,1,6.1
6,11,4,0,1,1,1.2
6,12,4,0,1,1,1
6,13,4,0,1,1,2.8
6,14,4,0,1,1,-10.6
6,15,4,0,1,1,-1.5
6,16,4,0,1,1,-1.1
6,17,4,0,1,1,-6.2
6,18,4,0,1,1,4.4
6,19,4,0,1,1,-2.8
6,1,5,0,1,1,0.2
6,2,5,0,1,1,2
6,3,5,0,1,1,-2.6
6,4,5,0,1,1,-8.2
6,5,5,0,1,1,-1.2
6,6,5,0,1,1,-2.6
6,7,5,0,1,1,4.7
6,8,5,0,1,1,-6.5
6,9,5,0,1,1,-5.7
6,11,5,0,1,1,2.4
6,12,5,0,1,1,1.4
6,13,5,0,1,1,3.7
6,14,5,0,1,1,-10.2
6,19,5,0,1,1,-2.8
6,1,6,0,1,1,-2.5
6,2,6,0,1,1,9
6,3,6,0,1,1,-2.7
6,5,6,0,1,1,-11.2
6,6,6,0,1,1,-6.3
6,7,6,0,1,1,4.3
6,8,6,0,1,1,-4.5
6,10,6,0,1,1,6
6,11,6,0,1,1,0.3
6,12,6,0,1,1,0.9
6,14,6,0,1,1,-13.9
6,15,6,0,1,1,-1.6
6,16,6,0,1,1,-0.9
6,17,6,0,1,1,-6.4
6,18,6,0,1,1,3.6
6,1,0,4,1,0,1
6,2,0,4,1,0,3.1
6,3,0,4,1,0,1
6,4,0,4,1,0,3.8
6,5,0,4,1,0,2.4
6,6,0,4,1,0,1.9
6,7,0,4,1,0,1.9
6,8,0,4,1,0,1.8
6,9,0,4,1,0,2.9
6,10,0,4,1,0,2.9
6,11,0,4,1,0,2.6
6,12,0,4,1,0,2.4
6,13,0,4,1,0,0
6,14,0,4,1,0,1
6,15,0,4,1,0,5
6,16,0,4,1,0,4.7
6,17,0,4,1,0,5.5
6,18,0,4,1,0,6.5
6,19,0,4,1,0,3.1
6,1,0,5,1,0,1
6,2,0,5,1,0,1
6,3,0,5,1,0,1.6
6,4,0,5,1,0,3.9
6,5,0,5,1,0,2.7
6,6,0,5,1,0,2
6,7,0,5,1,0,2.3
6,8,0,5,1,0,2.5
6,9,0,5,1,0,2.9
6,11,0,5,1,0,3.7
6,12,0,5,1,0,1.9
6,13,0,5,1,0,0
6,14,0,5,1,0,1
6,19,0,5,1,0,3.2
6,1,0,6,1,0,1.7
6,2,0,6,1,0,3.1
6,3,0,6,1,0,1.4
6,5,0,6,1,0,4.1
6,6,0,6,1,0,5.3
6,7,0,6,1,0,3
6,8,0,6,1,0,2.2
6,10,0,6,1,0,3
6,11,0,6,1,0,3.6
6,12,0,6,1,0,2.8
6,14,0,6,1,0,10.4
6,15,0,6,1,0,5
6,16,0,6,1,0,4.7
6,17,0,6,1,0,5.5
6,18,0,6,1,0,6.5
7,1,1,0,1,0,78863
7,2,1,0,1,0,38880
7,3,1,0,1,0,39983
7,4,1,0,1,0,875
7,5,1,0,1,0,3756
7,6,1,0,1,0,5261
7,7,1,0,1,0,2299
7,8,1,0,1,0,7168
7,9,1,0,1,0,698
7,10,1,0,1,0,627
7,11,1,0,1,0,1431
7,12,1,0,1,0,2322
7,13,1,0,1,0,1657
7,14,1,0,1,0,3010
7,15,1,0,1,0,6180
7,16,1,0,1,0,1455
7,17,1,0,1,0,1031
7,18,1,0,1,0,308
7,19,1,0,1,0,1906
7,1,2,0,1,0,58494
7,2,2,0,1,0,38412
7,3,2,0,1,0,20082
7,4,2,0,1,0,845
7,5,2,0,1,0,2995
7,6,2,0,1,0,4975
7,7,2,0,1,0,1899
7,8,2,0,1,0,1164
7,9,2,0,1,0,698
7,11,2,0,1,0,626
7,12,2,0,1,0,609
7,13,2,0,1,0,1655
7,14,2,0,1,0,2651
7,19,2,0,1,0,1888
7,1,3,0,1,0,20369
7,2,3,0,1,0,468
7,3,3,0,1,0,19901
7,5,3,0,1,0,761
7,6,3,0,1,0,287
7,7,3,0,1,0,401
7,8,3,0,1,0,6003
7,10,3,0,1,0,608
7,11,3,0,1,0,805
7,12,3,0,1,0,1714
7,14,3,0,1,0,360
7,15,3,0,1,0,6166
7,16,3,0,1,0,1438
7,17,3,0,1,0,1003
7,18,3,0,1,0,306
7,20,1,0,1,1,847129
7,21,1,0,1,1,410171
7,22,1,0,1,1,437034
7,23,1,0,1,1,10496
7,24,1,0,1,1,43832
7,25,1,0,1,1,58971
7,26,1,0,1,1,27602
7,27,1,0,1,1,72832
7,28,1,0,1,1,8085
7,29,1,0,1,1,7551
7,30,1,0,1,1,16824
7,31,1,0,1,1,25854
7,32,1,0,1,1,18730
7,33,1,0,1,1,33928
7,34,1,0,1,1,58337
7,35,1,0,1,1,16322
7,36,1,0,1,1,11976
7,37,1,0,1,1,3604
7,38,1,0,1,1,22090
7,20,2,0,1,1,633982
7,21,2,0,1,1,404632
7,22,2,0,1,1,229426
7,23,2,0,1,1,10135
7,24,2,0,1,1,34703
7,25,2,0,1,1,55599
7,26,2,0,1,1,22832
7,27,2,0,1,1,12540
7,28,2,0,1,1,8081
7,30,2,0,1,1,7456
7,31,2,0,1,1,6653
7,32,2,0,1,1,18707
7,33,2,0,1,1,29958
7,38,2,0,1,1,21868
7,20,3,0,1,1,213148
7,21,3,0,1,1,5539
7,22,3,0,1,1,207608
7,24,3,0,1,1,9129
7,25,3,0,1,1,3372
7,26,3,0,1,1,4770
7,27,3,0,1,1,60292
7,29,3,0,1,1,7332
7,30,3,0,1,1,9367
7,31,3,0,1,1,19201
7,33,3,0,1,1,3971
7,34,3,0,1,1,58189
7,35,3,0,1,1,16138
7,36,3,0,1,1,11655
7,37,3,0,1,1,3582
7,1,0,1,1,0,1
7,20,0,1,1,1,1
7,2,0,1,1,0,5.2
7,21,0,1,1,1,5.2
7,3,0,1,1,0,1
7,22,0,1,1,1,1
7,4,0,1,1,0,4.6
7,23,0,1,1,1,4.6
7,5,0,1,1,0,2.8
7,24,0,1,1,1,2.8
7,6,0,1,1,0,2.9
7,25,0,1,1,1,2.9
7,7,0,1,1,0,2.9
7,26,0,1,1,1,2.9
7,8,0,1,1,0,2.3
7,27,0,1,1,1,2.3
7,9,0,1,1,0,4.3
7,28,0,1,1,1,4.3
7,10,0,1,1,0,4.2
7,29,0,1,1,1,4.2
7,11,0,1,1,0,3.3
7,30,0,1,1,1,3.3
7,12,0,1,1,0,2.7
7,31,0,1,1,1,2.7
7,13,0,1,1,0,0
7,32,0,1,1,1,0
7,14,0,1,1,0,2.1
7,33,0,1,1,1,2.1
7,15,0,1,1,0,3.8
7,34,0,1,1,1,3.8
7,16,0,1,1,0,4.5
7,35,0,1,1,1,4.5
7,17,0,1,1,0,4.2
7,36,0,1,1,1,4.2
7,18,0,1,1,0,5.6
7,37,0,1,1,1,5.6
7,19,0,1,1,0,3.9
7,38,0,1,1,1,3.9
7,1,0,2,1,0,1.2
7,20,0,2,1,1,1.2
7,2,0,2,1,0,5
7,21,0,2,1,1,5
7,3,0,2,1,0,1.6
7,22,0,2,1,1,1.6
7,4,0,2,1,0,4.7
7,23,0,2,1,1,4.7
7,5,0,2,1,0,3.1
7,24,0,2,1,1,3.1
7,6,0,2,1,0,2.9
7,25,0,2,1,1,2.9
7,7,0,2,1,0,3.4
7,26,0,2,1,1,3.4
7,8,0,2,1,0,4.2
7,27,0,2,1,1,4.2
7,9,0,2,1,0,4.3
7,28,0,2,1,1,4.3
7,11,0,2,1,0,5.7
7,30,0,2,1,1,5.7
7,12,0,2,1,0,5.7
7,31,0,2,1,1,5.7
7,13,0,2,1,0,0
7,32,0,2,1,1,0
7,14,0,2,1,0,1.8
7,33,0,2,1,1,1.8
7,19,0,2,1,0,4
7,38,0,2,1,1,4
7,1,0,3,1,0,1.5
7,20,0,3,1,1,1.5
7,2,0,3,1,0,5.3
7,21,0,3,1,1,5.3
7,3,0,3,1,0,1.4
7,22,0,3,1,1,1.4
7,5,0,3,1,0,6.1
7,24,0,3,1,1,6.1
7,6,0,3,1,0,14.2
7,25,0,3,1,1,14.2
7,7,0,3,1,0,4.2
7,26,0,3,1,1,4.2
7,8,0,3,1,0,2.7
7,27,0,3,1,1,2.7
7,10,0,3,1,0,4.3
7,29,0,3,1,1,4.3
7,11,0,3,1,0,4
7,30,0,3,1,1,4
7,12,0,3,1,0,3
7,31,0,3,1,1,3
7,14,0,3,1,0,14.8
7,33,0,3,1,1,14.8
7,15,0,3,1,0,3.8
7,34,0,3,1,1,3.8
7,16,0,3,1,0,4.5
7,35,0,3,1,1,4.5
7,17,0,3,1,0,4.4
7,36,0,3,1,1,4.4
7,18,0,3,1,0,5.9
7,37,0,3,1,1,5.9
7,1,4,0,1,1,0
7,2,4,0,1,1,0.7
7,3,4,0,1,1,-0.6
7,4,4,0,1,1,-4.5
7,5,4,0,1,1,-0.6
7,6,4,0,1,1,-3.3
7,7,4,0,1,1,-0.3
7,8,4,0,1,1,1.3
7,9,4,0,1,1,0.7
7,10,4,0,1,1,-11.3
7,11,4,0,1,1,-2.2
7,12,4,0,1,1,-3.3
7,13,4,0,1,1,-2.7
7,14,4,0,1,1,0.3
7,15,4,0,1,1,5.3
7,16,4,0,1,1,1.6
7,17,4,0,1,1,-4.6
7,18,4,0,1,1,7.9
7,19,4,0,1,1,-4.8
7,1,5,0,1,1,-0.5
7,2,5,0,1,1,0.7
7,3,5,0,1,1,-2.5
7,4,5,0,1,1,-4.7
7,5,5,0,1,1,-1.4
7,6,5,0,1,1,-3.8
7,7,5,0,1,1,-1.1
7,8,5,0,1,1,-1.8
7,9,5,0,1,1,0.7
7,11,5,0,1,1,-3.6
7,12,5,0,1,1,-5
7,13,5,0,1,1,-2.7
7,14,5,0,1,1,0.2
7,19,5,0,1,1,-4.8
7,1,6,0,1,1,1.6
7,2,6,0,1,1,2.9
7,3,6,0,1,1,1.6
7,5,6,0,1,1,2.9
7,6,6,0,1,1,5.1
7,7,6,0,1,1,3.8
7,8,6,0,1,1,2
7,10,6,0,1,1,-11.5
7,11,6,0,1,1,-1
7,12,6,0,1,1,-2.7
7,14,6,0,1,1,1.1
7,15,6,0,1,1,5.3
7,16,6,0,1,1,1.9
7,17,6,0,1,1,-4.4
7,18,6,0,1,1,8.1
7,1,0,4,1,0,1.1
7,2,0,4,1,0,3.2
7,3,0,4,1,0,1
7,4,0,4,1,0,3
7,5,0,4,1,0,1.9
7,6,0,4,1,0,2
7,7,0,4,1,0,2.1
7,8,0,4,1,0,2
7,9,0,4,1,0,4
7,10,0,4,1,0,2.3
7,11,0,4,1,0,2.4
7,12,0,4,1,0,1.7
7,13,0,4,1,0,0
7,14,0,4,1,0,2.2
7,15,0,4,1,0,5.6
7,16,0,4,1,0,5.7
7,17,0,4,1,0,3.9
7,18,0,4,1,0,4.9
7,19,0,4,1,0,2
7,1,0,5,1,0,1
7,2,0,5,1,0,1
7,3,0,5,1,0,1.6
7,4,0,5,1,0,3.1
7,5,0,5,1,0,2.3
7,6,0,5,1,0,2
7,7,0,5,1,0,2.5
7,8,0,5,1,0,3.6
7,9,0,5,1,0,4
7,11,0,5,1,0,3.3
7,12,0,5,1,0,4.1
7,13,0,5,1,0,0
7,14,0,5,1,0,2.2
7,19,0,5,1,0,2
7,1,0,6,1,0,1.9
7,2,0,6,1,0,3.2
7,3,0,6,1,0,1.4
7,5,0,6,1,0,3.3
7,6,0,6,1,0,12
7,7,0,6,1,0,2.4
7,8,0,6,1,0,2.3
7,10,0,6,1,0,2.2
7,11,0,6,1,0,3.4
7,12,0,6,1,0,1.9
7,14,0,6,1,0,14.2
7,15,0,6,1,0,5.6
7,16,0,6,1,0,5.8
7,17,0,6,1,0,3.9
7,18,0,6,1,0,4.9
8,1,1,0,1,0,79460
8,2,1,0,1,0,38359
8,3,1,0,1,0,41101
8,4,1,0,1,0,843
8,5,1,0,1,0,3703
8,6,1,0,1,0,5605
8,7,1,0,1,0,2301
8,8,1,0,1,0,7551
8,9,1,0,1,0,754
8,10,1,0,1,0,661
8,11,1,0,1,0,1492
8,12,1,0,1,0,2477
8,13,1,0,1,0,1541
8,14,1,0,1,0,2781
8,15,1,0,1,0,6621
8,16,1,0,1,0,1545
8,17,1,0,1,0,1113
8,18,1,0,1,0,335
8,19,1,0,1,0,1780
8,1,2,0,1,0,57953
8,2,2,0,1,0,37906
8,3,2,0,1,0,20047
8,4,2,0,1,0,801
8,5,2,0,1,0,2924
8,6,2,0,1,0,5272
8,7,2,0,1,0,1919
8,8,2,0,1,0,1190
8,9,2,0,1,0,754
8,11,2,0,1,0,636
8,12,2,0,1,0,668
8,13,2,0,1,0,1539
8,14,2,0,1,0,2448
8,19,2,0,1,0,1772
8,1,3,0,1,0,21507
8,2,3,0,1,0,453
8,3,3,0,1,0,21055
8,5,3,0,1,0,779
8,6,3,0,1,0,333
8,7,3,0,1,0,382
8,8,3,0,1,0,6361
8,10,3,0,1,0,643
8,11,3,0,1,0,856
8,12,3,0,1,0,1809
8,14,3,0,1,0,333
8,15,3,0,1,0,6607
8,16,3,0,1,0,1522
8,17,3,0,1,0,1063
8,18,3,0,1,0,316
8,20,1,0,1,1,839008
8,21,1,0,1,1,404055
8,22,1,0,1,1,434698
8,23,1,0,1,1,10112
8,24,1,0,1,1,43168
8,25,1,0,1,1,61223
8,26,1,0,1,1,27763
8,27,1,0,1,1,73643
8,28,1,0,1,1,8267
8,29,1,0,1,1,7577
8,30,1,0,1,1,17078
8,31,1,0,1,1,26450
8,32,1,0,1,1,17956
8,33,1,0,1,1,31051
8,34,1,0,1,1,57418
8,35,1,0,1,1,16278
8,36,1,0,1,1,12189
8,37,1,0,1,1,3689
8,38,1,0,1,1,20837
8,20,2,0,1,1,626571
8,21,2,0,1,1,398875
8,22,2,0,1,1,227442
8,23,2,0,1,1,9613
8,24,2,0,1,1,34243
8,25,2,0,1,1,57623
8,26,2,0,1,1,23096
8,27,2,0,1,1,12425
8,28,2,0,1,1,8263
8,30,2,0,1,1,7508
8,31,2,0,1,1,7154
8,32,2,0,1,1,17931
8,33,2,0,1,1,27585
8,38,2,0,1,1,20733
8,20,3,0,1,1,212437
8,21,3,0,1,1,5181
8,22,3,0,1,1,207256
8,24,3,0,1,1,8925
8,25,3,0,1,1,3600
8,26,3,0,1,1,4667
8,27,3,0,1,1,61219
8,29,3,0,1,1,7356
8,30,3,0,1,1,9570
8,31,3,0,1,1,19296
8,33,3,0,1,1,3466
8,34,3,0,1,1,57267
8,35,3,0,1,1,16052
8,36,3,0,1,1,11741
8,37,3,0,1,1,3466
8,1,0,1,1,0,1
8,20,0,1,1,1,1
8,2,0,1,1,0,5.1
8,21,0,1,1,1,5.1
8,3,0,1,1,0,1
8,22,0,1,1,1,1
8,4,0,1,1,0,4.1
8,23,0,1,1,1,4.1
8,5,0,1,1,0,2.9
8,24,0,1,1,1,2.9
8,6,0,1,1,0,2.9
8,25,0,1,1,1,2.9
8,7,0,1,1,0,2.8
8,26,0,1,1,1,2.8
8,8,0,1,1,0,2.2
8,27,0,1,1,1,2.2
8,9,0,1,1,0,4.3
8,28,0,1,1,1,4.3
8,10,0,1,1,0,3.8
8,29,0,1,1,1,3.8
8,11,0,1,1,0,3.3
8,30,0,1,1,1,3.3
8,12,0,1,1,0,2.7
8,31,0,1,1,1,2.7
8,13,0,1,1,0,0
8,32,0,1,1,1,0
8,14,0,1,1,0,2.2
8,33,0,1,1,1,2.2
8,15,0,1,1,0,3.7
8,34,0,1,1,1,3.7
8,16,0,1,1,0,4.7
8,35,0,1,1,1,4.7
8,17,0,1,1,0,4.2
8,36,0,1,1,1,4.2
8,18,0,1,1,0,5.1
8,37,0,1,1,1,5.1
8,19,0,1,1,0,3.9
8,38,0,1,1,1,3.9
8,1,0,2,1,0,1.2
8,20,0,2,1,1,1.2
8,2,0,2,1,0,5
8,21,0,2,1,1,5
8,3,0,2,1,0,1.6
8,22,0,2,1,1,1.6
8,4,0,2,1,0,4.2
8,23,0,2,1,1,4.2
8,5,0,2,1,0,3.2
8,24,0,2,1,1,3.2
8,6,0,2,1,0,2.9
8,25,0,2,1,1,2.9
8,7,0,2,1,0,3.4
8,26,0,2,1,1,3.4
8,8,0,2,1,0,4.2
8,27,0,2,1,1,4.2
8,9,0,2,1,0,4.3
8,28,0,2,1,1,4.3
8,11,0,2,1,0,5.8
8,30,0,2,1,1,5.8
8,12,0,2,1,0,5.8
8,31,0,2,1,1,5.8
8,13,0,2,1,0,0
8,32,0,2,1,1,0
8,14,0,2,1,0,1.8
8,33,0,2,1,1,1.8
8,19,0,2,1,0,3.9
8,38,0,2,1,1,3.9
8,1,0,3,1,0,1.4
8,20,0,3,1,1,1.4
8,2,0,3,1,0,5.3
8,21,0,3,1,1,5.3
8,3,0,3,1,0,1.4
8,22,0,3,1,1,1.4
8,5,0,3,1,0,6
8,24,0,3,1,1,6
8,6,0,3,1,0,13.7
8,25,0,3,1,1,13.7
8,7,0,3,1,0,4.1
8,26,0,3,1,1,4.1
8,8,0,3,1,0,2.6
8,27,0,3,1,1,2.6
8,10,0,3,1,0,3.9
8,29,0,3,1,1,3.9
8,11,0,3,1,0,4
8,30,0,3,1,1,4
8,12,0,3,1,0,3
8,31,0,3,1,1,3
8,14,0,3,1,0,13.4
8,33,0,3,1,1,13.4
8,15,0,3,1,0,3.7
8,34,0,3,1,1,3.7
8,16,0,3,1,0,4.7
8,35,0,3,1,1,4.7
8,17,0,3,1,0,4.4
8,36,0,3,1,1,4.4
8,18,0,3,1,0,5.3
8,37,0,3,1,1,5.3
8,1,4,0,1,1,-1
8,2,4,0,1,1,-1.5
8,3,4,0,1,1,-0.5
8,4,4,0,1,1,-3.7
8,5,4,0,1,1,-1.5
8,6,4,0,1,1,3.8
8,7,4,0,1,1,0.6
8,8,4,0,1,1,1.1
8,9,4,0,1,1,2.3
8,10,4,0,1,1,0.3
8,11,4,0,1,1,1.5
8,12,4,0,1,1,2.3
8,13,4,0,1,1,-4.1
8,14,4,0,1,1,-8.5
8,15,4,0,1,1,-1.6
8,16,4,0,1,1,-0.3
8,17,4,0,1,1,1.8
8,18,4,0,1,1,2.4
8,19,4,0,1,1,-5.7
8,1,5,0,1,1,-1.2
8,2,5,0,1,1,-1.4
8,3,5,0,1,1,-0.9
8,4,5,0,1,1,-5.2
8,5,5,0,1,1,-1.3
8,6,5,0,1,1,3.6
8,7,5,0,1,1,1.2
8,8,5,0,1,1,-0.9
8,9,5,0,1,1,2.3
8,11,5,0,1,1,0.7
8,12,5,0,1,1,7.5
8,13,5,0,1,1,-4.1
8,14,5,0,1,1,-7.9
8,19,5,0,1,1,-5.2
8,1,6,0,1,1,-0.3
8,2,6,0,1,1,-6.5
8,3,6,0,1,1,-0.2
8,5,6,0,1,1,-2.2
8,6,6,0,1,1,6.8
8,7,6,0,1,1,-2.2
8,8,6,0,1,1,1.5
8,10,6,0,1,1,0.3
8,11,6,0,1,1,2.2
8,12,6,0,1,1,0.5
8,14,6,0,1,1,-12.7
8,15,6,0,1,1,-1.6
8,16,6,0,1,1,-0.5
8,17,6,0,1,1,0.7
8,18,6,0,1,1,-3.2
8,1,0,4,1,0,1.1
8,2,0,4,1,0,3.3
8,3,0,4,1,0,1
8,4,0,4,1,0,2.1
8,5,0,4,1,0,2.3
8,6,0,4,1,0,1.9
8,7,0,4,1,0,1.5
8,8,0,4,1,0,1.9
8,9,0,4,1,0,2.3
