Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-12-31","44802259","44802264","Self-Employment Contributions Act Taxes","552000000.00","null","552000000.00","994000000.00","null","994000000.00","936000000.00","null","936000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2021","1","2020","4","12","31"
"2020-12-31","44802259","44802268","Adjustments Attributable to Prior Years-FICA","4003752620.53","null","4003752620.53","4003752620.53","null","4003752620.53","1506594519.67","null","1506594519.67","4","12","12","209","D","SRS","4","3.1.1.3","2021","1","2020","4","12","31"
"2020-12-31","44802259","44802270","Adjustments Attrbutable to Prior Years-SECA","45759791.25","null","45759791.25","45759791.25","null","45759791.25","-120992948.27","null","-120992948.27","4","13","13","14360","D","SRS","4","3.1.1.4","2021","1","2020","4","12","31"
"2020-12-31","44802259","44802272","Total -- Federal Old-Age and Survivors Insurance Trust Fund","73052837111.78","3309850000.00","69742987111.78","196783837111.78","3309850000.00","193473987111.78","179521601571.40","null","179521601571.40","4","14","14","210","T","RSG","4","3.1.1.5","2021","1","2020","4","12","31"
"2020-12-31","44802255","44802274","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","15","15","211","S","RSG","3","3.1.2","2021","1","2020","4","12","31"
"2020-12-31","44802274","44802276","Federal Insurance Contributions Act Taxes","11623379300.00","562050000.00","11061329300.00","32559379300.00","562050000.00","31997329300.00","30090000000.00","null","30090000000.00","4","16","16","212","D","SRS","4","3.1.2.1","2021","1","2020","4","12","31"
"2020-12-31","44802274","44802278","Self-Employment Contributions Act Taxes","94000000.00","null","94000000.00","169000000.00","null","169000000.00","158000000.00","null","158000000.00","4","17","17","214","D","SRS","4","3.1.2.2","2021","1","2020","4","12","31"
"2020-12-31","44802274","44802285","Adjustments Attributable to Prior Years-FICA","728553841.15","null","728553841.15","728553841.15","null","728553841.15","370523668.71","null","370523668.71","4","18","18","219","D","SRS","4","3.1.2.3","2021","1","2020","4","12","31"
"2020-12-31","44802274","44802291","Adjustments Attributable to Prior Years-SECA","13163322.95","null","13163322.95","13163322.95","null","13163322.95","-42328812.20","null","-42328812.20","4","19","19","14361","D","SRS","4","3.1.2.4","2021","1","2020","4","12","31"
"2020-12-31","44802274","44802297","Total -- Federal Disability Insurance Trust Fund","12459096464.10","562050000.00","11897046464.10","33470096464.10","562050000.00","32908046464.10","30576194856.51","null","30576194856.51","4","20","20","220","T","RSG","4","3.1.2.5","2021","1","2020","4","12","31"
"2020-12-31","44802255","44802303","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","21","21","221","S","RSG","3","3.1.3","2021","1","2020","4","12","31"
"2020-12-31","44802303","44802309","Federal Insurance Contributions Act Taxes","27629000000.00","null","27629000000.00","76923000000.00","null","76923000000.00","70726000000.00","null","70726000000.00","4","22","22","222","D","SRS","4","3.1.3.1","2021","1","2020","4","12","31"
"2020-12-31","44802303","44802315","Self-Employment Contributions Act Taxes","270000000.00","null","270000000.00","464000000.00","null","464000000.00","442000000.00","null","442000000.00","4","23","23","224","D","SRS","4","3.1.3.2","2021","1","2020","4","12","31"
"2020-12-31","44802303","44802333","Adjustments Attributable to Prior Years-FICA","1219204519.83","null","1219204519.83","1219204519.83","null","1219204519.83","265995728.61","null","265995728.61","4","24","24","228","D","SRS","4","3.1.3.3","2021","1","2020","4","12","31"
"2020-12-31","44802303","44802338","Adjustments Attributable to Prior Years-SECA","99872938.60","null","99872938.60","99872938.60","null","99872938.60","-17768526.08","null","-17768526.08","4","25","25","14362","D","SRS","4","3.1.3.4","2021","1","2020","4","12","31"
"2020-12-31","44802303","44802343","Total -- Federal Hospital Insurance Trust Fund","29218077458.43","null","29218077458.43","78706077458.43","null","78706077458.43","71416227202.53","null","71416227202.53","4","26","26","229","T","RSG","4","3.1.3.5","2021","1","2020","4","12","31"
"2020-12-31","44802255","44802349","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","27","27","230","S","RSG","3","3.1.4","2021","1","2020","4","12","31"
"2020-12-31","44802349","44802355","Rail Pension and Supplemental Annuity","172638587.69","4462683.94","168175903.75","516137328.24","4537758.00","511599570.24","665902948.17","45175824.31","620727123.86","4","28","28","235","D","RSG","4","3.1.4.1","2021","1","2020","4","12","31"
"2020-12-31","44802349","44802361","Social Security Equivalent Account","167029748.49","4636663.47","162393085.02","493853965.98","4714664.33","489139301.65","638165589.56","49028793.16","589136796.40","4","29","29","240","D","RSG","4","3.1.4.2","2021","1","2020","4","12","31"
"2020-12-31","44802255","44802367","Total -- Employment and General Retirement","115069679370.49","3880999347.41","111188680023.08","309970002328.53","3881152422.33","306088849906.20","282818092168.17","94204617.47","282723887550.70","4","30","30","241","T","RSG","3","3.1.5","2021","1","2020","4","12","31"
"2020-12-31","44802251","44802373","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","31","31","250","S","RSG","2","3.2","2021","1","2020","4","12","31"
"2020-12-31","44802373","44802379","Deposits by States","3637438370.29","null","3637438370.29","8776795235.32","null","8776795235.32","4891626997.58","null","4891626997.58","4","32","32","251","D","RSG","3","3.2.1","2021","1","2020","4","12","31"
"2020-12-31","44802373","44802385","Federal Unemployment Taxes","38818090.86","10608291.31","28209799.55","606772924.91","25552652.94","581220271.97","702604964.43","23987936.01","678617028.42","4","33","33","254","D","RSG","3","3.2.2","2021","1","2020","4","12","31"
"2020-12-31","44802373","44802391","Railroad Unemployment Taxes","16325.94","null","16325.94","9001499.55","null","9001499.55","30912245.73","null","30912245.73","4","34","34","255","D","RSG","3","3.2.3","2021","1","2020","4","12","31"
"2020-12-31","44802373","44802406","Total -- Unemployment Insurance","3676272787.09","10608291.31","3665664495.78","9392569659.78","25552652.94","9367017006.84","5625144207.74","23987936.01","5601156271.73","4","35","35","269","T","RSG","3","3.2.4","2021","1","2020","4","12","31"
"2020-12-31","44802251","44802414","Other Retirement:","null","null","null","null","null","null","null","null","null","4","36","36","270","S","RSG","2","3.3","2021","1","2020","4","12","31"
"2020-12-31","44802414","44802422","Federal Employees' Retirement--Employee Share","474543105.54","null","474543105.54","1457900834.64","null","1457900834.64","1315679930.28","null","1315679930.28","4","37","37","279","D","RSG","3","3.3.1","2021","1","2020","4","12","31"
"2020-12-31","44802414","44802430","Non-Federal Employees Retirement","2251325.65","null","2251325.65","6722425.51","null","6722425.51","7717903.72","null","7717903.72","4","38","38","284","D","RSG","3","3.3.2","2021","1","2020","4","12","31"
"2020-12-31","44802414","44802438","Total -- Other Retirement","476794431.19","null","476794431.19","1464623260.15","null","1464623260.15","1323397834.00","null","1323397834.00","4","39","39","285","T","RSG","3","3.3.3","2021","1","2020","4","12","31"
"2020-12-31","44802251","44802444","Total -- Social Insurance and Retirement Receipts","119222746588.77","3891607638.72","115331138950.05","320827195248.46","3906705075.27","316920490173.19","289766634209.91","118192553.48","289648441656.43","4","40","40","286","T","RSG","2","3.4","2021","1","2020","4","12","31"
"2020-12-31","null","44802450","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","41","41","300","S","RSG","1","4","2021","1","2020","4","12","31"
"2020-12-31","44802450","44802456","Miscellaneous Excise Taxes","2070408288.47","254293268.81","1816115019.66","7645939755.61","581617165.22","7064322590.39","8478564901.62","533926876.84","7944638024.78","4","42","42","305","D","RSG","2","4.1","2021","1","2020","4","12","31"
"2020-12-31","44802450","44802463","Airport and Airway Trust Fund","13063000.00","null","13063000.00","30846000.00","null","30846000.00","3391079000.00","null","3391079000.00","4","43","43","308","D","RSG","2","4.2","2021","1","2020","4","12","31"
"2020-12-31","44802450","44802469","Highway Trust Fund","3505985809.14","29292000.00","3476693809.14","8592558515.51","73227000.00","8519331515.51","9266832703.14","72754000.00","9194078703.14","4","44","44","310","D","RSG","2","4.3","2021","1","2020","4","12","31"
"2020-12-31","44802450","44802474","Black Lung Disability Trust Fund","27627000.00","null","27627000.00","67942000.00","null","67942000.00","37444000.00","null","37444000.00","4","45","45","313","D","RSG","2","4.4","2021","1","2020","4","12","31"
"2020-12-31","44802450","44802479","Total -- Excise Taxes","5617084097.61","283585268.81","5333498828.80","16337286271.12","654844165.22","15682442105.90","21173920604.76","606680876.84","20567239727.92","4","46","46","314","T","RSG","2","4.5","2021","1","2020","4","12","31"
"2020-12-31","null","44802484","Estate and Gift Taxes","2327569074.98","115244114.89","2212324960.09","6451583116.53","252162753.48","6199420363.05","4806912152.48","179838990.22","4627073162.26","4","47","47","350","D","RSG","1","5","2021","1","2020","4","12","31"
"2020-12-31","null","44802489","Customs Duties","6712071335.48","664961254.15","6047110081.33","20347890313.37","2179553603.37","18168336710.00","22433280677.92","1286651794.66","21146628883.26","4","48","48","405","D","RSG","1","6","2021","1","2020","4","12","31"
"2020-12-31","null","44802493","Miscellaneous Receipts:","null","null","null","null","null","null","null","null","null","4","49","49","800","S","RSG","1","7","2021","1","2020","4","12","31"
"2020-12-31","44802493","44802497","Deposit of Earnings, Federal Reserve System","8176818263.30","null","8176818263.30","23053573920.08","null","23053573920.08","15003315894.94","null","15003315894.94","4","50","50","805","D","RSG","2","7.1","2021","1","2020","4","12","31"
"2020-12-31","44802493","44802501","Universal Service Fund","740141309.58","null","740141309.58","2113962270.42","null","2113962270.42","2484737556.97","null","2484737556.97","4","51","51","807","D","RSG","2","7.2","2021","1","2020","4","12","31"
"2020-12-31","44802493","44802505","All Other","878403889.93","1216999.46","877186890.47","5350408947.87","2629940.53","5347779007.34","2764281888.35","2148586.30","2762133302.05","4","52","52","810","D","RSG","2","7.3","2021","1","2020","4","12","31"
"2020-12-31","44802493","44802509","Total -- Miscellaneous Receipts","9795363462.81","1216999.46","9794146463.35","30517945138.37","2629940.53","30515315197.84","20252335340.26","2148586.30","20250186753.96","4","53","53","820","T","RSG","2","7.4","2021","1","2020","4","12","31"
"2020-12-31","null","44802513","Total -- Receipts","361823546655.84","15704318258.93","346119228396.91","854896154852.91","51526364460.80","803369790392.11","842729674317.79","36217875214.72","806511799103.07","4","54","54","830","T","SL","1","8","2021","1","2020","4","12","31"
"2020-12-31","44802513","44802515","Total -- On-Budget","276311613079.96","11832418258.93","264479194821.03","624642221277.03","47654464460.80","576987756816.23","632631877889.88","36217875214.72","596414002675.16","4","55","55","840","T","SL","2","8.1","2021","1","2020","4","12","31"
"2020-12-31","44802513","44802518","Total -- Off-Budget","85511933575.88","3871900000.00","81640033575.88","230253933575.88","3871900000.00","226382033575.88","210097796427.91","null","210097796427.91","4","56","56","850","T","SL","2","8.2","2021","1","2020","4","12","31"
"2020-11-30","null","44489121","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2021","1","2020","4","11","30"
"2020-11-30","44489121","44489122","Withheld","91572700050.61","null","null","179297919257.37","null","null","213875180829.42","null","null","4","2","2","102","D","SRS","2","1.1","2021","1","2020","4","11","30"
"2020-11-30","44489121","44489123","Presidential Election Campaign Fund","422826.00","null","null","1771281.00","null","null","1608837.00","null","null","4","3","3","105","D","SRS","2","1.2","2021","1","2020","4","11","30"
"2020-11-30","44489121","44489124","Other","10239367145.73","null","null","42904505856.60","null","null","36953781455.68","null","null","4","4","4","110","D","SRS","2","1.3","2021","1","2020","4","11","30"
"2020-11-30","44489121","44489126","Total -- Individual Income Taxes","101812490022.34","8037200661.33","93775289361.01","222204196394.97","19681327897.13","202522868497.84","250830571122.10","18677910762.68","232152660359.42","4","5","5","120","T","RSG","2","1.4","2021","1","2020","4","11","30"
"2020-11-30","null","44489127","Corporation Income Taxes","5147045126.69","8339166765.01","-3192121638.32","20061346273.90","14101438042.90","5959908231.00","16720142352.50","9616991350.33","7103151002.17","4","6","6","130","D","RSG","1","2","2021","1","2020","4","11","30"
"2020-11-30","null","44489129","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2021","1","2020","4","11","30"
